"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,209742,CME ,00,209 ,  273307,   51171,   96563,    4751,  102985,   35402,    5525,   55905,   77694,    9426,    6953,    6844,     256,  236972,  236461,   36335,   36846,    2708,    3112,  -11794,    3411,   -3228,   -1517,     939,    -228,    5007,    -173,     364,    1362,     254,    4451,   -2511,   -1743,    5219,  100.0,   18.7,   35.3,    1.7,   37.7,   13.0,    2.0,   20.5,   28.4,    3.4,    2.5,    2.5,    0.1,   86.7,   86.5,   13.3,   13.5,    286,     25,     25,     13,     63,     33,     28,     53,     58,     22,     13,     16,.,    186,    165,    22.4,    18.4,    34.0,    32.2,    22.0,    18.2,    33.5,    31.5,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,209742,CME ,00,209 ,  270599,   48059,  108357,    1340,  106213,   36919,    4586,   56133,   72687,    9599,    6589,    5482,       2,  232521,  238972,   38078,   31627,   -2352,    8928,   -4495,    -951,   -2557,    1990,      35,   -7719,    -481,    3331,   -2003,    -960,     -75,   -1011,   -1606,   -1341,    -746,  100.0,   17.8,   40.0,    0.5,   39.3,   13.6,    1.7,   20.7,   26.9,    3.5,    2.4,    2.0,    0.0,   85.9,   88.3,   14.1,   11.7,    293,     27,     27,     13,     68,     31,     28,     52,     58,     25,     15,     15,.,    191,    169,    22.0,    20.2,    32.9,    34.3,    21.7,    20.0,    32.4,    33.3,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,209742,CME ,00,209 ,  272951,   39131,  112852,    2291,  108770,   34929,    4551,   63852,   73168,    6268,    8592,    6442,      77,  233532,  240578,   39419,   32373,    9669,   -2322,   -4421,     512,    2430,     736,   -2039,    7583,    8298,    2615,     190,     490,      77,    9046,    6268,     623,    3401,  100.0,   14.3,   41.3,    0.8,   39.8,   12.8,    1.7,   23.4,   26.8,    2.3,    3.1,    2.4,    0.0,   85.6,   88.1,   14.4,   11.9,    304,     28,     27,     12,     67,     31,     28,     51,     68,     18,     19,     13,.,    192,    171,    23.2,    22.0,    33.1,    36.1,    23.0,    21.4,    32.7,    35.2,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,209742,CME ,00,209 ,  263282,   41453,  117273,    1779,  106340,   34193,    6590,   56269,   64870,    3653,    8402,    5952,       0,  224486,  234310,   38796,   28972,   -5541,    3147,     470,    -633,   -1604,   -1427,     639,   -1928,   -4707,   -1276,   -2220,    -140,    -105,   -3980,   -7179,   -1561,    1638,  100.0,   15.7,   44.5,    0.7,   40.4,   13.0,    2.5,   21.4,   24.6,    1.4,    3.2,    2.3,    0.0,   85.3,   89.0,   14.7,   11.0,    291,     26,     26,     11,     69,     31,     25,     50,     62,     24,     16,     11,      0,    185,    166,    22.5,    23.9,    32.7,    38.7,    22.2,    23.5,    32.4,    38.2,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,209742,CME ,00,209 ,  268823,   38306,  116803,    2412,  107944,   35620,    5951,   58197,   69577,    4929,   10622,    6092,     105,  228466,  241489,   40357,   27334,    8064,      42,   -2872,    1585,   -1087,    5946,    2462,    3508,   -1950,     487,     -42,     915,      81,    7036,    6654,    1028,    1410,  100.0,   14.2,   43.4,    0.9,   40.2,   13.3,    2.2,   21.6,   25.9,    1.8,    4.0,    2.3,    0.0,   85.0,   89.8,   15.0,   10.2,    288,     28,     26,     11,     70,     30,     24,     45,     58,     21,     20,     11,.,    194,    152,    23.1,    22.6,    32.7,    37.2,    22.9,    22.0,    32.4,    36.6,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,209742,CME ,00,209 ,  260759,   38264,  119675,     827,  109031,   29674,    3489,   54689,   71527,    4442,   10664,    5177,      24,  221430,  234835,   39329,   25924,   -6359,   -1547,    8204,   -1389,    -572,      53,    -613,     667,   -9507,     361,   -1048,   -1098,     -15,   -4156,   -4004,   -2203,   -2355,  100.0,   14.7,   45.9,    0.3,   41.8,   11.4,    1.3,   21.0,   27.4,    1.7,    4.1,    2.0,    0.0,   84.9,   90.1,   15.1,    9.9,    285,     28,     24,     12,     72,     25,     23,     50,     62,     23,     15,      9,.,    194,    150,    23.7,    25.1,    33.3,    39.9,    23.5,    25.1,    33.0,    39.8,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,209742,CME ,00,209 ,  267118,   39811,  111471,    2216,  109603,   29621,    4102,   54022,   81034,    4081,   11712,    6275,      39,  225586,  238839,   41532,   28279,  -11760,   -6178,  -18698,      98,   -3387,     973,     663,   -4634,    -370,     811,    -694,     891,       0,  -13321,  -15632,    1561,    3872,  100.0,   14.9,   41.7,    0.8,   41.0,   11.1,    1.5,   20.2,   30.3,    1.5,    4.4,    2.3,    0.0,   84.5,   89.4,   15.5,   10.6,    288,     28,     23,     10,     76,     26,     25,     46,     59,     21,     18,     12,.,    196,    150,    22.8,    27.0,    32.4,    40.7,    22.5,    26.5,    31.9,    40.2,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,209742,CME ,00,209 ,  278878,   45989,  130169,    2118,  112990,   28648,    3439,   58656,   81404,    3270,   12406,    5384,      39,  238907,  254471,   39971,   24407,    4625,    8800,    5042,     365,     584,   -2597,    -152,   -1580,    2717,    -360,     848,      -5,       0,    8505,    5010,   -3880,    -385,  100.0,   16.5,   46.7,    0.8,   40.5,   10.3,    1.2,   21.0,   29.2,    1.2,    4.4,    1.9,    0.0,   85.7,   91.2,   14.3,    8.8,    281,     25,     25,      9,     77,     24,     24,     56,     51,     25,     15,      8,.,    198,    143,    21.9,    28.7,    32.6,    42.5,    21.7,    28.2,    32.2,    42.0,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,209742,CME ,00,209 ,  274253,   37189,  125127,    1753,  112406,   31245,    3591,   60236,   78687,    3630,   11558,    5389,      39,  230402,  249461,   43851,   24792,   -2286,   -6794,    2413,    -836,     363,     403,      -9,    1197,   -6026,    1660,     990,    -380,      21,   -3408,   -2754,    1122,     468,  100.0,   13.6,   45.6,    0.6,   41.0,   11.4,    1.3,   22.0,   28.7,    1.3,    4.2,    2.0,    0.0,   84.0,   91.0,   16.0,    9.0,    272,     25,     21,      9,     76,     23,     23,     56,     50,     28,     14,      7,.,    197,    137,    20.7,    34.1,    30.6,    48.1,    20.7,    33.4,    30.1,    47.4,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,209747,CME ,00,209 ,  277639,  187061,    3682,      58,   15453,     238,      40,   12145,  214533,    4122,    2287,    2138,     355,  221521,  225166,   56118,   52473,   12967,   13967,   -1596,      -8,     262,   -1896,      16,     -53,    5205,    1065,     455,     155,     187,   15891,    3128,   -2924,    9839,  100.0,   67.4,    1.3,    0.0,    5.6,    0.1,    0.0,    4.4,   77.3,    1.5,    0.8,    0.8,    0.1,   79.8,   81.1,   20.2,   18.9,     73,      8,      4,.,     11,.,.,     15,     19,      8,      7,      8,.,     48,     39,    69.9,    72.6,    73.3,    76.4,    69.9,    71.3,    72.8,    74.9,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,209747,CME ,00,209 ,  264672,  173094,    5278,      66,   15191,    2134,      24,   12198,  209328,    3057,    1832,    1983,     168,  205630,  222038,   59042,   42634,   38713,   32465,    -167,       1,      56,    2134,       0,   -5947,   38799,     298,     480,     344,      67,   27420,   41476,   11293,   -2763,  100.0,   65.4,    2.0,    0.0,    5.7,    0.8,    0.0,    4.6,   79.1,    1.2,    0.7,    0.7,    0.1,   77.7,   83.9,   22.3,   16.1,     70,      6,      6,.,     10,.,.,     13,     21,      8,      5,      8,.,     43,     40,    68.5,    72.6,    71.7,    76.6,    68.5,    71.6,    71.4,    75.5,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,209747,CME ,00,209 ,  225959,  140629,    5445,      65,   15135,       0,      24,   18145,  170529,    2759,    1352,    1639,     101,  178210,  180562,   47749,   45397,   62608,   46805,    1036,      33,    4963,    -247,       0,    2101,   62242,     199,     215,    -516,      90,   54406,   62837,    8202,    -229,  100.0,   62.2,    2.4,    0.0,    6.7,    0.0,    0.0,    8.0,   75.5,    1.2,    0.6,    0.7,    0.0,   78.9,   79.9,   21.1,   20.1,     68,      6,      6,.,     10,      0,.,     15,     22,     11,.,      6,.,     44,     40,    66.8,    70.0,    71.2,    74.5,    66.8,    68.9,    71.1,    73.4,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,209747,CME ,00,209 ,  163351,   93824,    4409,      32,   10172,     247,      24,   16044,  108287,    2560,    1137,    2155,      11,  123804,  117725,   39547,   45626,   44657,   35647,     556,      19,     396,       3,       0,   -1855,   28330,    1205,     115,     354,      11,   35538,   30478,    9119,   14179,  100.0,   57.4,    2.7,    0.0,    6.2,    0.2,    0.0,    9.8,   66.3,    1.6,    0.7,    1.3,    0.0,   75.8,   72.1,   24.2,   27.9,     66,      6,      5,.,      8,.,.,     13,     23,     10,.,      8,.,     38,     42,    61.0,    57.1,    66.5,    63.6,    61.0,    55.8,    66.4,    62.2,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,209747,CME ,00,209 ,  118694,   58177,    3853,      13,    9776,     244,      24,   17899,   79957,    1355,    1022,    1801,       0,   88266,   87247,   30428,   31447,    8335,   18179,     850,       0,     128,       0,       0,   -3390,   13927,   -1362,    -268,     532,       0,   13287,   13947,   -4952,   -5612,  100.0,   49.0,    3.2,    0.0,    8.2,    0.2,    0.0,   15.1,   67.4,    1.1,    0.9,    1.5,    0.0,   74.4,   73.5,   25.6,   26.5,     57,      8,      4,.,      8,.,.,      9,     18,     10,.,      7,      0,     36,     33,    55.7,    57.5,    63.7,    64.1,    55.7,    56.7,    63.7,    63.1,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,209747,CME ,00,209 ,  110359,   39998,    3003,      13,    9648,     244,      24,   21289,   66030,    2717,    1290,    1269,       0,   74979,   73300,   35380,   37059,   22615,   22658,    1371,       0,   -2470,       1,      12,     379,   12651,    2235,     249,    -210,       0,   23063,   16060,    -448,    6555,  100.0,   36.2,    2.7,    0.0,    8.7,    0.2,    0.0,   19.3,   59.8,    2.5,    1.2,    1.1,    0.0,   67.9,   66.4,   32.1,   33.6,     61,      6,      4,.,      8,.,.,     13,     21,      9,.,      5,      0,     36,     36,    43.1,    50.2,    55.1,    56.6,    43.1,    48.3,    55.0,    54.4,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,209747,CME ,00,209 ,   87744,   17340,    1632,      13,   12118,     243,      12,   20910,   53379,     482,    1041,    1479,       0,   51916,   57240,   35828,   30504,  -82862,  -65195,   -2270,   -1075,     472,      -2,     -12,    5244,  -58076,   -9384,     819,    -421,       0,  -69131,  -71240,  -13731,  -11622,  100.0,   19.8,    1.9,    0.0,   13.8,    0.3,    0.0,   23.8,   60.8,    0.5,    1.2,    1.7,    0.0,   59.2,   65.2,   40.8,   34.8,     58,      4,      4,.,     10,.,.,     13,     19,      8,.,      5,      0,     35,     33,    28.4,    52.3,    42.9,    57.2,    28.4,    52.1,    42.9,    56.9,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,209747,CME ,00,209 ,  170606,   82535,    3902,    1088,   11646,     245,      24,   15666,  111455,    9866,     222,    1900,       0,  121047,  128480,   49559,   42126,   15921,    3896,    -444,    1061,     440,       7,       0,   -4175,    3849,    2724,     222,    -592,       0,    4168,    6605,   11753,    9316,  100.0,   48.4,    2.3,    0.6,    6.8,    0.1,    0.0,    9.2,   65.3,    5.8,    0.1,    1.1,    0.0,   71.0,   75.3,   29.0,   24.7,     57,      7,.,      5,      9,.,.,     16,     16,     12,.,      4,      0,     41,     34,    50.9,    60.0,    58.2,    66.8,    50.2,    57.1,    56.4,    63.9,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,209747,CME ,00,209 ,  154685,   78639,    4346,      27,   11206,     238,      24,   19841,  107606,    7142,       0,    2492,       0,  116879,  121875,   37806,   32810,  -16151,  -12815,     475,     -29,     618,       0,      24,   -2292,  -22452,    2306,    -477,     555,     -24,  -12689,  -19145,   -3462,    2994,  100.0,   50.8,    2.8,    0.0,    7.2,    0.2,    0.0,   12.8,   69.6,    4.6,    0.0,    1.6,    0.0,   75.6,   78.8,   24.4,   21.2,     58,      6,      4,.,      8,.,.,     16,     17,      8,      0,      6,      0,     35,     34,    55.5,    63.7,    63.0,    70.4,    54.5,    63.7,    61.8,    68.8,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,209747,CME ,00,209 ,  170836,   91454,    3871,      56,   10588,     238,       0,   22133,  130058,    4836,     477,    1937,      24,  129568,  141020,   41268,   29816,   25177,   19997,     -89,       0,    1690,      11,       0,    3599,   34491,     520,    -395,     932,       0,   25411,   35865,    -234,  -10688,  100.0,   53.5,    2.3,    0.0,    6.2,    0.1,    0.0,   13.0,   76.1,    2.8,    0.3,    1.1,    0.0,   75.8,   82.5,   24.2,   17.5,     62,      6,      4,.,      7,.,      0,     19,     19,      7,.,      4,.,     38,     34,    58.2,    67.7,    65.7,    74.2,    57.6,    67.0,    65.1,    73.0,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,209747,CME ,00,209 ,  145659,   71457,    3960,      56,    8898,     227,       0,   18534,   95567,    4316,     872,    1005,      24,  104157,  105155,   41502,   40504,    1273,    8188,    -610,     -27,    1755,   -1676,       0,   -3153,     493,     262,      -5,     660,       0,    7020,    -898,   -5747,    2171,  100.0,   49.1,    2.7,    0.0,    6.1,    0.2,    0.0,   12.7,   65.6,    3.0,    0.6,    0.7,    0.0,   71.5,   72.2,   28.5,   27.8,     60,      8,      4,.,      7,.,      0,     18,     17,      9,.,.,.,     41,     31,    50.1,    56.6,    57.6,    64.7,    49.5,    56.3,    57.0,    63.5,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,209747,CME ,00,209 ,  144386,   63269,    4570,      83,    7143,    1903,       0,   21687,   95074,    4054,     877,     345,      24,   97137,  106053,   47249,   38333,   30548,   21295,   -1351,      31,      31,     648,     -16,    3319,   30268,    1252,     127,    -215,       0,   26039,   30617,    4509,     -69,  100.0,   43.8,    3.2,    0.1,    4.9,    1.3,    0.0,   15.0,   65.8,    2.8,    0.6,    0.2,    0.0,   67.3,   73.5,   32.7,   26.5,     62,      8,      4,.,      7,.,      0,     17,     20,      8,.,.,.,     40,     33,    46.9,    55.7,    55.2,    62.5,    46.2,    55.3,    54.5,    61.5,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,209747,CME ,00,209 ,  113838,   41974,    5921,      52,    7112,    1255,      16,   18368,   64806,    2802,     750,     560,      24,   71098,   75436,   42740,   38402,    4228,   12774,   -2793,       4,    -195,    1032,       0,   -2036,   -1053,     -77,    -664,     100,       0,    9806,   -2787,   -5578,    7015,  100.0,   36.9,    5.2,    0.0,    6.2,    1.1,    0.0,   16.1,   56.9,    2.5,    0.7,    0.5,    0.0,   62.5,   66.3,   37.5,   33.7,     61,      6,      6,.,      7,.,.,     17,     19,      8,.,.,.,     36,     36,    43.9,    47.7,    51.3,    54.3,    43.4,    47.7,    50.7,    53.6,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,209747,CME ,00,209 ,  109610,   29200,    8714,      48,    7307,     223,      16,   20404,   65859,    2879,    1414,     460,      24,   61292,   78223,   48318,   31387,   18713,   14378,   -8074,      48,    1315,       2,       0,  -12993,   40048,    1105,    -258,    -279,    -152,    3443,   32698,   15270,  -13985,  100.0,   26.6,    8.0,    0.0,    6.7,    0.2,    0.0,   18.6,   60.1,    2.6,    1.3,    0.4,    0.0,   55.9,   71.4,   44.1,   28.6,     67,      7,      6,.,      8,.,.,     19,     19,     11,      5,.,.,     44,     37,    33.6,    49.9,    42.1,    58.8,    32.3,    49.9,    40.8,    58.4,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,209747,CME ,00,209 ,   90897,   14822,   16788,       0,    5992,     221,      16,   33397,   25811,    1774,    1672,     739,     176,   57849,   45525,   33048,   45372,    2419,    2937,     233,       0,    1224,     221,       0,   17242,   -5427,     437,    -134,     321,     152,   21858,   -4063,  -19439,    6482,  100.0,   16.3,   18.5,    0.0,    6.6,    0.2,    0.0,   36.7,   28.4,    2.0,    1.8,    0.8,    0.2,   63.6,   50.1,   36.4,   49.9,     70,      8,      4,      0,      8,.,.,     25,     15,     12,      5,      4,.,     51,     34,    24.6,    37.7,    39.0,    43.1,    24.2,    37.4,    38.6,    42.3,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,209747,CME ,00,209 ,   88478,   11885,   16555,       0,    4768,       0,      16,   16155,   31238,    1337,    1806,     418,      24,   35991,   49588,   52487,   38890,    3227,    1371,  -10025,       0,   -1200,       0,     -43,  -15356,   21689,     279,     -94,     148,       0,  -15043,   12048,   18270,   -8821,  100.0,   13.4,   18.7,    0.0,    5.4,    0.0,    0.0,   18.3,   35.3,    1.5,    2.0,    0.5,    0.0,   40.7,   56.0,   59.3,   44.0,     61,      8,      4,      0,      8,      0,.,     15,     18,      8,      6,.,.,     40,     31,    15.8,    39.0,    24.6,    47.0,    15.7,    39.0,    24.5,    46.7,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,209747,CME ,00,209 ,   85251,   10514,   26580,       0,    5968,       0,      59,   31511,    9549,    1058,    1900,     270,      24,   51034,   37540,   34217,   47711,  -15992,    -662,   -4449,       0,      38,       0,       9,  -11519,    1321,    -477,    -416,       3,       0,  -13027,   -3593,   -2965,  -12399,  100.0,   12.3,   31.2,    0.0,    7.0,    0.0,    0.1,   37.0,   11.2,    1.2,    2.2,    0.3,    0.0,   59.9,   44.0,   40.1,   56.0,     62,      7,      5,      0,     10,      0,.,     22,     11,      9,      6,.,.,     48,     26,    27.8,    31.5,    37.7,    39.3,    27.8,    31.5,    37.7,    39.2,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,209747,CME ,00,209 ,  101243,   11176,   31029,       0,    5930,       0,      50,   43030,    8228,    1535,    2316,     267,      24,   64061,   41133,   37182,   60110,    2121,    2454,    2478,       0,     218,   -1462,      -1,    -217,   -9060,     919,     307,   -1183,       0,    3680,   -8309,   -1559,   10430,  100.0,   11.0,   30.6,    0.0,    5.9,    0.0,    0.0,   42.5,    8.1,    1.5,    2.3,    0.3,    0.0,   63.3,   40.6,   36.7,   59.4,     64,      7,      5,      0,     10,      0,.,     21,     13,     10,      7,.,.,     50,     27,    29.8,    31.2,    40.4,    37.2,    29.7,    31.2,    40.2,    36.0,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,239742,CME ,00,239 ,  427367,  128030,   62809,    7136,  140537,  155391,   23138,   83960,  139314,    8274,   11479,    8530,       0,  402554,  404592,   24813,   22775,   15366,   -2282,  -17715,    2167,   -8316,   26385,    -294,   14698,    4777,      12,    9771,     217,       0,   15756,   15549,    -390,    -183,  100.0,   30.0,   14.7,    1.7,   32.9,   36.4,    5.4,   19.6,   32.6,    1.9,    2.7,    2.0,    0.0,   94.2,   94.7,    5.8,    5.3,    348,     32,     22,      6,     88,     59,     37,     44,     79,     23,      6,     18,      0,    206,    208,    20.8,    24.4,    33.2,    37.9,    20.7,    24.3,    31.5,    37.5,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,239742,CME ,00,239 ,  412001,  130312,   80524,    4969,  148853,  129006,   23432,   69262,  134537,    8262,    1708,    8313,       0,  386798,  389043,   25203,   22958,     566,   12491,    6530,     253,    5372,     417,    -654,  -13239,   -3782,   -1837,    -407,    -419,       0,    1979,     508,   -1413,      58,  100.0,   31.6,   19.5,    1.2,   36.1,   31.3,    5.7,   16.8,   32.7,    2.0,    0.4,    2.0,    0.0,   93.9,   94.4,    6.1,    5.6,    334,     35,     23,      7,     87,     58,     39,     39,     71,     25,      6,     15,      0,    204,    201,    21.4,    28.9,    34.7,    40.8,    21.1,    28.6,    33.2,    40.4,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,239742,CME ,00,239 ,  411435,  117821,   73994,    4716,  143481,  128589,   24086,   82501,  138319,   10099,    2115,    8732,       0,  384819,  388535,   26616,   22900,    6934,    1482,   -7673,    -286,   -3729,    -730,   -1299,   10357,   15439,    -314,       0,    2146,       0,    6211,    7283,     723,    -349,  100.0,   28.6,   18.0,    1.1,   34.9,   31.3,    5.9,   20.1,   33.6,    2.5,    0.5,    2.1,    0.0,   93.5,   94.4,    6.5,    5.6,    322,     34,     22,      8,     88,     50,     37,     44,     64,     25,      5,     15,      0,    207,    185,    21.7,    27.9,    33.6,    41.0,    21.3,    27.8,    32.5,    40.6,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
